location	phenotype	pheno_mim	inherit	mapping_key	gene_related	gene_mim	annovar_gene
17q21.33	Spondyloocular syndrome	605822	AR	3	XYLT2	608125	XYLT2
5q14.1	Dimethylglycine dehydrogenase deficiency	605850	AR	3	DMGDH	605849	DMGDH
3p21.31	Glycine encephalopathy	605899	AR	3	AMT	238310	AMT
9p24.1	Glycine encephalopathy	605899	AR	3	GLDC	238300	GLDC
16q23.2	Glycine encephalopathy	605899	AR	3	GCSH	238330	GCSH
1p36.12	"Parkinson disease 6, early onset"	605909	AR	3	PINK1	608309	PINK1
1p12	HMG-CoA synthase-2 deficiency	605911	AR	3	HMGCS2	600234	HMGCS2
10q21.2	"{Nephrolithiasis, uric acid, susceptibility to}"	605990	None	3	ZNF365	607818	ZNF365
9q34.13	"Spinocerebellar ataxia, autosomal recessive 1"	606002	AR	3	SETX	608465	SETX
11p15.5	Transaldolase deficiency	606003	AR	3	TALDO1	602063	TALDO1
3q22.3	Propionicacidemia	606054	AR	3	PCCB	232050	PCCB
13q32.3	Propionicacidemia	606054	AR	3	PCCA	232000	PCCA
2p13.1	"Congenital disorder of glycosylation, type IIb"	606056	AR	3	MOGS	601336	MOGS
2p15	Retinitis pigmentosa 28	606068	None	3	FAM161A	613596	FAM161A
2q32.2	"Hemochromatosis, type 4"	606069	AD	3	SLC40A1	604653	SLC40A1
5q31.2	Amyotrophic lateral sclerosis 21	606070	AD	3	MATR3	164015	MATR3
12q24.11	"Hereditary motor and sensory neuropathy, type IIc"	606071	AD	3	TRPV4	605427	TRPV4
3p25.3	Rippling muscle disease	606072	AD	3	CAV3	601253	CAV3
19q13.33	Neurodegeneration with brain iron accumulation 3	606159	AD	3	FTL	134790	FTL
19p13.2	Diamond Blackfan anemia 15 with mandibulofacial dysostosis	606164	AD	3	RPS28	603685	RPS28
10q22.2	Genitopatellar syndrome	606170	AD	3	KAT6B	605880	KAT6B
7p13	"Diabetes mellitus, permanent neonatal"	606176	AD	3	GCK	138079	GCK
11p15.5	"Diabetes mellitus, permanent neonatal"	606176	AD	3	INS	176730	INS
11p15.1	"Diabetes, permanent neonatal, with or without neurologic features"	606176	AD	3	KCNJ11	600937	KCNJ11
11p15.1	"Diabetes mellitus, permanent neonatal"	606176	AD	3	ABCC8	600509	ABCC8
3p25.3	"Atrioventricular septal defect, partial, with heterotaxy syndrome"	606217	AD	3	CRELD1	607170	CRELD1
3p25.3	"{Atrioventricular septal defect, susceptibility to, 2}"	606217	AD	3	CRELD1	607170	CRELD1
22q13.33	Phelan-McDermid syndrome	606232	AD	3	SHANK3	606230	SHANK3
17q25.3	Alveolar soft-part sarcoma	606243	None	3	ASPSCR1	606236	ASPSCR1
1p36.23	"Parkinson disease 7, autosomal recessive early-onset"	606324	AR	3	DJ1	602533	PARK7
6q14.1	"Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy"	606346	AD	3	MYO6	600970	MYO6
6q14.1	"Deafness, autosomal dominant 22"	606346	AD	3	MYO6	600970	MYO6
2q33.1	"Primary lateral sclerosis, juvenile"	606353	AR	3	ALS2	606352	ALS2
10p15.1	Immunodeficiency 41 with lymphoproliferation and autoimmunity	606367	AR	3	IL2RA	147730	IL2RA
13q12.2	"MODY, type IV"	606392	None	3	PDX1	600733	PDX1
2q31.3	Maturity-onset diabetes of the young 6	606394	None	3	NEUROD1	601724	NEUROD1
6p21.33-p21.32	"Ehlers-Danlos syndrome, classic-like"	606408	AR	3	TNXB	600985	TNXB
16q24.2	?Huntington disease-like 2	606438	AD	3	JPH3	605268	JPH3
19p13.2	"Charcot-Marie-Tooth disease, axonal type 2M"	606482	AD	3	DNM2	602378	DNM2
19p13.2	"Charcot-Marie-Tooth disease, dominant intermediate B"	606482	AD	3	DNM2	602378	DNM2
17p13.1	"Ichthyosis, congenital, autosomal recessive 3"	606545	AR	3	ALOXE3	607206	ALOXE3
5p13.2	"Albinism, oculocutaneous, type IV"	606574	None	3	SLC45A2	606202	SLC45A2
17p13.2	{Vitiligo-associated multiple autoimmune disease susceptibility 1}	606579	None	3	NLRP1	606636	NLRP1
1p33	"{Drug addiction, susceptibility to}"	606581	None	3	FAAH	602935	FAAH
13q33.3	LIG4 syndrome	606593	AR	3	LIG4	601837	LIG4
7q11.23	"Charcot-Marie-Tooth disease, axonal, type 2F"	606595	AD	3	HSPB1	602195	HSPB1
19q13.32	"Muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5"	606612	AR	3	FKRP	606596	FKRP
3q29	"{Glaucoma, normal tension, susceptibility to}"	606657	None	3	OPA1	605290	OPA1
10p13	"{Glaucoma, normal tension, susceptibility to}"	606657	None	3	OPTN	602432	OPTN
3p26.1	Spinocerebellar ataxia 15	606658	AD	3	ITPR1	147265	ITPR1
6p21.1	Glycine N-methyltransferase deficiency	606664	AR	3	GNMT	606628	GNMT
5q33.2-q33.3	"Cardiomyopathy, dilated, 1L"	606685	None	3	SGCD	601411	SGCD
20p13	Prion disease with protracted course	606688	AD	3	PRNP	176640	PRNP
9q34.13	Lymphangioleiomyomatosis	606690	None	3	TSC1	605284	TSC1
16p13.3	"Lymphangioleiomyomatosis, somatic"	606690	None	3	TSC2	191092	TSC2
1p36.13	Kufor-Rakeb syndrome	606693	AR	3	ATP13A2	610513	ATP13A2
3q21.1	"Dyskinesia, familial, with facial myokymia"	606703	AD	3	ADCY5	600293	ADCY5
9q21.13	"Deafness, autosomal dominant 36"	606705	AD	3	TMC1	606706	TMC1
1p36.11	Van der Woude syndrome 2	606713	AD	3	GRHL3	608317	GRHL3
9p21.3	Pancreatic cancer/melanoma syndrome	606719	AD	3	CDKN2A	600160	CDKN2A
7q31.2	"?Partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome"	606721	AD	3	CAV1	601047	CAV1
18q11.2	Seckel syndrome 2	606744	AR	3	RBBP8	604124	RBBP8
10q23.2	Hyperinsulinism-hyperammonemia syndrome	606762	AD	3	GLUD1	138130	GLUD1
19q13.42	"Ciliary dyskinesia, primary, 2"	606763	AR	3	DNAAF3	614566	DNAAF3
1p36.13	Gastrointestinal stromal tumor	606764	AD	3	SDHB	185470	SDHB
1q23.3	Gastrointestinal stromal tumor	606764	AD	3	SDHC	602413	SDHC
4q12	"Gastrointestinal stromal tumor, somatic"	606764	None	3	PDGFRA	173490	PDGFRA
4q12	"Gastrointestinal stromal tumor, familial"	606764	AD	3	KIT	164920	KIT
6p21.31	Spermatogenic failure 3	606766	AD	3	SLC26A8	608480	SLC26A8
2p13.2	"Myopathy, distal, with anterior tibial onset"	606768	AR	3	DYSF	603009	DYSF
1p34.2	"GLUT1 deficiency syndrome 1, infantile onset, severe"	606777	AD	3	SLC2A1	138140	SLC2A1
2q37.1	"Crigler-Najjar syndrome, type II"	606785	AR	3	UGT1A1	191740	UGT1A1
4p16.1	"{Blepharospasm, primary benign}"	606798	IC	3	DRD5	126453	DRD5
1q43	Fumarase deficiency	606812	AR	3	FH	136850	FH
22q12.3	Glucose/galactose malabsorption	606824	AR	3	SLC5A1	182380	SLC5A1
12q24.11	"Digital arthropathy-brachydactyly, familial"	606835	AD	3	TRPV4	605427	TRPV4
20q13.12	"Immunodeficiency with hyper-IgM, type 3"	606843	AR	3	CD40	109535	CD40
16q21	"Polymicrogyria, bilateral frontoparietal"	606854	AR	3	ADGRG1	604110	ADGRG1
4q32.3	"{Pancreatic cancer, susceptibility to, 1}"	606856	None	3	PALLD	608092	PALLD
1p36.13	Paraganglioma and gastric stromal sarcoma	606864	None	3	SDHB	185470	SDHB
1q23.3	Paraganglioma and gastric stromal sarcoma	606864	None	3	SDHC	602413	SDHC
11q23.1	Paraganglioma and gastric stromal sarcoma	606864	None	3	SDHD	602690	SDHD
1q42.13	Alzheimer disease-4	606889	AD	3	PSEN2	600759	PSEN2
20q13.12	"Vascular malformation, primary intraosseous"	606893	AR	3	ELMO2	606421	ELMO2
17q25.1	"Usher syndrome, type 1G"	606943	AR	3	SANS	607696	USH1G
11q14.3	"Albinism, oculocutaneous, type IB"	606952	None	3	TYR	606933	TYR
1p36.31	Nephronophthisis 4	606966	AR	3	NPHP4	607215	NPHP4
1p36.31	Senior-Loken syndrome 4	606996	AR	3	NPHP4	607215	NPHP4
4p16.3	Mucopolysaccharidosis Ih	607014	AR	3	IDUA	252800	IDUA
4p16.3	Mucopolysaccharidosis Ih/s	607015	AR	3	IDUA	252800	IDUA
4p16.3	Mucopolysaccharidosis Is	607016	AR	3	IDUA	252800	IDUA
16p12.2	"Deafness, autosomal recessive 22"	607039	AR	3	OTOA	607038	OTOA
12q12	{Parkinson disease 8}	607060	AD	3	LRRK2	609007	LRRK2
2p24.1	"Epiphyseal dysplasia, multiple, 5"	607078	AD	3	MATN3	602109	MATN3
12q13.12	"46XY partial gonadal dysgenesis, with minifascicular neuropathy"	607080	None	3	DHH	605423	DHH
9q32	"Deafness, autosomal recessive 31"	607084	AR	3	WHRN	607928	DFNB31
9p21.1	"Congenital disorder of glycosylation, type IId"	607091	AR	3	B4GALT1	137060	B4GALT1
9p13.3	Anauxetic dysplasia 1	607095	AR	3	RMRP	157660	RMRP
10p12.1	"Deafness, autosomal recessive 30"	607101	AR	3	MYO3A	606808	MYO3A
1q44	CINCA syndrome	607115	AD	3	NLRP3	606416	NLRP3
15q26.1	?Al-Gazali-Bakalinova syndrome	607131	AR	3	KIF7	611254	KIF7
6q27	Spinocerebellar ataxia 17	607136	AD	3	TBP	600075	TBP
22q13.33	"Congenital disorder of glycosylation, type Ig"	607143	None	3	ALG12	607144	ALG12
17q25.3	"{Moyamoya disease 2, susceptibility to}"	607151	None	3	RNF213	613768	RNF213
5q31.1	"{Allergic rhinitis, susceptibility to}"	607154	None	3	IL13	147683	IL13
19q13.32	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5"	607155	AR	3	FKRP	606596	FKRP
10q23.31	{Meningioma}	607174	AD	3	PTEN	601728	PTEN
10q24.32	"{Meningioma, familial, susceptibility to}"	607174	AD	3	SUFU	607035	SUFU
17q21.2	"{Meningioma, familial, susceptibility to}"	607174	AD	3	SMARCE1	603111	SMARCE1
22q12.1	Meningioma	607174	AD	3	MN1	156100	MN1
22q12.2	"Meningioma, NF2-related, somatic"	607174	None	3	NF2	607379	NF2
22q13.1	"Meningioma, SIS-related"	607174	AD	3	PDGFB	190040	PDGFB
17q25.1	"Microcephaly, Amish type"	607196	AR	3	SLC25A19	606521	SLC25A19
15q21.1	Thyroid dyshormonogenesis 6	607200	AR	3	DUOX2	606759	DUOX2
2q24.3	"Epileptic encephalopathy, early infantile, 6 (Dravet syndrome)"	607208	AD	3	SCN1A	182389	SCN1A
2q24.3	"{Dravet syndrome, modifier of}"	607208	AD	3	SCN9A	603415	SCN9A
2q33.1	"Spastic paralysis, infantile onset ascending"	607225	AR	3	ALS2	606352	ALS2
20p13	HARP syndrome	607236	AR	3	PANK2	606157	PANK2
14q32.11	"Spinocerebellar ataxia, autosomal recessive with axonal neuropathy"	607250	None	3	TDP1	607198	TDP1
16q24.3	"Spastic paraplegia 7, autosomal recessive"	607259	AD	3	PGN	602783	SPG7
2q33.1	"?Autoimmune lymphoproliferative syndrome, type IIB"	607271	AR	3	CASP8	601763	CASP8
10q25.3	[Resting heart rate]	607276	None	3	ADRB1	109630	ADRB1
14q22.1	"{Asthma, susceptibility to, 1}"	607277	None	3	PTGDR	604687	PTGDR
7q31.2	"{Osteofibrous dysplasia, susceptibility to}"	607278	AD	3	MET	164860	MET
11q24.2	"Gaze palsy, familial horizontal, with progressive scoliosis, 1"	607313	AR	3	ROBO3	608630	ROBO3
20q13.2	Duane-radial ray syndrome	607323	AD	3	SALL4	607343	SALL4
18q21.1	Smith-McCort dysplasia	607326	AR	3	DYM	607461	DYM
11q23.3-q24.1	Lathosterolosis	607330	AR	3	SC5DL	602286	SC5D
1p36.22	"Focal cortical dysplasia, type II, somatic"	607341	None	3	MTOR	601231	MTOR
9q34.13	"Focal cortical dysplasia, type II, somatic"	607341	None	3	TSC1	605284	TSC1
16p13.3	"?Focal cortical dysplasia, type II, somatic"	607341	None	3	TSC2	191092	TSC2
1p13.2	Spinocerebellar ataxia 19	607346	AD	3	KCND3	605411	KCND3
8q22.1	Meckel syndrome 3	607361	AR	3	TMEM67	609884	TMEM67
1p36.13	"Bartter syndrome, type 3"	607364	AR	3	CLCNKB	602023	CLCNKB
7p22.1	"?Dystonia, juvenile-onset"	607371	AD	3	ACTB	102630	ACTB
21q22.11	Glucocorticoid deficiency 2	607398	AR	3	MRAP	609196	MRAP
3p26.2	"Mental retardation, autosomal recessive 2"	607417	AR	3	CRBN	609262	CRBN
4q21.22-q21.23	"Coenzyme Q10 deficiency, primary, 1"	607426	AR	3	COQ2	609825	COQ2
17p13.3	Subcortical laminar heterotopia	607432	IC	3	PAFAH1B1	601545	PAFAH1B1
17p13.3	Lissencephaly 1	607432	IC	3	PAFAH1B1	601545	PAFAH1B1
11q13.4	"{Obesity, susceptibility to, BMIQ4}"	607447	None	3	UCP2	601693	UCP2
6p24.3	Arrhythmogenic right ventricular dysplasia 8	607450	AD	3	DSP	125647	DSP
3q28	"?Deafness, autosomal dominant 44"	607453	AD	3	CCDC50	611051	CCDC50
1p36.33	Spinocerebellar ataxia 21	607454	AD	3	TMEM240	616101	TMEM240
9p13.3	[Blood group GIL]	607457	None	3	AQP3	600170	AQP3
15q26.1	Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)	607459	AR	3	POLG	174763	POLG
19p13.11	"{Thyroid carcinoma, Hurthle cell}"	607464	None	3	NDUFA13	609435	NDUFA13
16p11.2	"Vitamin K-dependent clotting factors, combined deficiency of, 2"	607473	None	3	VKORC1	608547	VKORC1
15q26.1	Bothnia retinal dystrophy	607475	AR	3	RLBP1	180090	RLBP1
15q26.1	Newfoundland rod-cone dystrophy	607476	None	3	RLBP1	180090	RLBP1
11p15.1	"?Cardiomyopathy, dilated, 1M"	607482	None	3	CSRP3	600824	CSRP3
2q36.3	Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2)	607483	AR	3	SLC19A3	606152	SLC19A3
17q21.31	Frontotemporal lobar degeneration with ubiquitin-positive inclusions	607485	AD	3	GRN	138945	GRN
17q21.31	"Aphasia, primary progressive"	607485	AD	3	GRN	138945	GRN
1q32.2	"[Blood group, Knops system]"	607486	None	3	CR1	120620	CR1
17q12	"Cardiomyopathy, hypertrophic, 25"	607487	AD	3	TCAP	604488	TCAP
6p21.33	"{Psoriatic arthritis, susceptibility to}"	607507	None	3	LTA	153440	LTA
10q23.33	"{Obesity, susceptibility to}"	607514	None	3	FFAR4	609044	FFAR4
3p21.31	"Toenail dystrophy, isolated"	607523	AD	3	COL7A1	120120	COL7A1
17p13.3	"?Camptosynpolydactyly, complex"	607539	AR	3	BHLHA9	615416	BHLHA9
5q31.1	"Corneal dystrophy, Avellino type"	607541	AD	3	TGFBI	601692	TGFBI
11p15.5-p15.4	"Atrial fibrillation, familial, 3"	607554	AD	3	KCNQ1	607542	KCNQ1
2q33.2	"Immunodeficiency, common variable, 1"	607594	AR	3	ICOS	604558	ICOS
13q34	Brain small vessel disease with or without ocular anomalies	607595	AD	3	COL4A1	120130	COL4A1
14q32.2	Pontocerebellar hypoplasia type 1A	607596	AR	3	VRK1	602168	VRK1
12q13.2	Lethal congenital contractural syndrome 2	607598	AR	3	ERBB3	190151	ERBB3
12q13.13	"Ichthyosis, cyclic, with epidermolytic hyperkeratosis"	607602	AD	3	KRT1	139350	KRT1
17q21.2	"Ichthyosis, cyclic, with epidermolytic hyperkeratosis"	607602	AD	3	KRT10	148080	KRT10
11p15.4	"Niemann-Pick disease, type B"	607616	AR	3	SMPD1	607608	SMPD1
15q21.3	"Griscelli syndrome, type 2"	607624	AR	3	RAB27A	603868	RAB27A
14q24.3	"Niemann-pick disease, type C2"	607625	AR	3	NPC2	601015	NPC2
3q28	"Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis"	607626	AR	3	CLDN1	603718	CLDN1
3q27.1	"{Epilepsy, juvenile absence, susceptibility to, 2}"	607628	AD	3	CLCN2	600570	CLCN2
3q27.1	"{Epilepsy, idiopathic generalized, susceptibility to, 11}"	607628	AD	3	CLCN2	600570	CLCN2
3q27.1	"{Epilepsy, juvenile myoclonic, susceptibility to, 8}"	607628	AD	3	CLCN2	600570	CLCN2
6p12.2	"{Epilepsy, juvenile absence, susceptibility to, 1}"	607631	AD	3	EFHC1	608815	EFHC1
11q13.2	"Osteopetrosis, autosomal dominant 1"	607634	AD	3	LRP5	603506	LRP5
11q13.2	"van Buchem disease, type 2"	607636	AD	3	LRP5	603506	LRP5
2p13.1	"Neuropathy, distal hereditary motor, type VIIB"	607641	AD	3	DCTN1	601143	DCTN1
12q13.13	Keratosis palmoplantaris striata III	607654	None	3	KRT1	139350	KRT1
6p24.3	Skin fragility-woolly hair syndrome	607655	AR	3	DSP	125647	DSP
12q12	IRAK4 deficiency	607676	None	3	IRAK4	606883	IRAK4
1q23.3	"Charcot-Marie-Tooth disease, type 2I"	607677	AD	3	MPZ	159440	MPZ
10q21.3	"Charcot-Marie-Tooth disease, type 1D"	607678	AD	3	EGR2	129010	EGR2
5q34	"{Epilepsy, childhood absence, susceptibility to, 2}"	607681	AD	3	GABRG2	137164	GABRG2
2q23.3	"{Epilepsy, idiopathic generalized, susceptibility to, 9}"	607682	AD	3	CACNB4	601949	CACNB4
2q23.3	"{Epilepsy, juvenile myoclonic, susceptibility to, 6}"	607682	AD	3	CACNB4	601949	CACNB4
8p21.2	"Charcot-Marie-Tooth disease, type 2E"	607684	AD	3	NEFL	162280	NEFL
4q12	"Hypereosinophilic syndrome, idiopathic, resistant to imatinib"	607685	IC	3	PDGFRA	173490	PDGFRA
2q37.1	{Parkinson disease 11}	607688	None	3	GIGYF2	612003	GIGYF2
10q22.3	"Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism"	607694	AR	3	POLR3A	614258	POLR3A
8q21.11	"Charcot-Marie-Tooth disease, axonal, with vocal cord paresis"	607706	AR	3	GDAP1	606598	GDAP1
10q25.2	Noonan-like syndrome with loose anagen hair	607721	AD	3	SHOC2	602775	SHOC2
8p21.2	"Charcot-Marie-Tooth disease, type 1F"	607734	AD	3	NEFL	162280	NEFL
1q23.3	"Charcot-Marie-Tooth disease, type 2J"	607736	AD	3	MPZ	159440	MPZ
2q24.3	"Seizures, benign familial infantile, 3"	607745	AD	3	SCN2A	182390	SCN2A
1q42.12	"Hypercholanemia, familial"	607748	None	3	EPHX1	132810	EPHX1
9q21.11	"Hypercholanemia, familial"	607748	None	3	TJP2	607709	TJP2
9q31.1	"Hypercholanemia, familial"	607748	None	3	BAAT	602938	BAAT
16p11.2	"Bile acid synthesis defect, congenital, 1"	607765	AR	3	HSD3B7	607764	HSD3B7
2q35	Acrocapitofemoral dysplasia	607778	AR	3	IHH	600726	IHH
5q31.3	"Leukemia, juvenile myelomonocytic, somatic"	607785	None	3	ARHGAP26	605370	ARHGAP26
11q23.3	?Juvenile myelomonocytic leukemia	607785	AD	3	CBL	165360	CBL
12q24.13	"Leukemia, juvenile myelomonocytic, somatic"	607785	None	3	PTPN11	176876	PTPN11
17q11.2	"Leukemia, juvenile myelomonocytic"	607785	AD	3	NF1	613113	NF1
1q23.3	"Charcot-Marie-Tooth disease, dominant intermediate D"	607791	AD	3	MPZ	159440	MPZ
3p25.3	"Muscular dystrophy, limb-girdle, type IC"	607801	AD	3	CAV3	601253	CAV3
14q21.1	Craniolenticulosutural dysplasia	607812	AR	3	SEC23A	610511	SEC23A
6q14.1	"Deafness, autosomal recessive 37"	607821	AR	3	MYO6	600970	MYO6
14q24.2	"Alzheimer disease, type 3"	607822	AD	3	PSEN1	104311	PSEN1
14q24.2	"Alzheimer disease, type 3, with spastic paraparesis and unusual plaques"	607822	AD	3	PSEN1	104311	PSEN1
14q24.2	"Alzheimer disease, type 3, with spastic paraparesis and apraxia"	607822	AD	3	PSEN1	104311	PSEN1
20q13.33	Hypotrichosis-lymphedema-telangiectasia syndrome	607823	AR	3	SOX18	601618	SOX18
11p15.4	Mitral valve prolapse 2	607829	AD	3	DCHS1	603057	DCHS1
8q21.11	"?Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K"	607831	AD	3	JPH1	605266	JPH1
8q21.11	"Charcot-Marie-Tooth disease, axonal, type 2K"	607831	AD	3	GDAP1	606598	GDAP1
6p12.3	"Glomerulosclerosis, focal segmental, 3"	607832	None	3	CD2AP	604241	CD2AP
1p31.3	"{Autoimmune disease, susceptibility to, 1}"	607836	AD	3	FOXD3	611539	FOXD3
18q22.3	"Aural atresia, congenital"	607842	AD	3	TSHZ1	614427	TSHZ1
1p22.1	"?Neutropenia, nonimmune chronic idiopathic, of adults"	607847	AD	3	GFI1	600871	GFI1
9q22.31	{Osteoarthritis susceptibility 3}	607850	AD	3	ASPN	608135	ASPN
6q22.33	"Muscular dystrophy, congenital, due to partial LAMA2 deficiency"	607855	AR	3	LAMA2	156225	LAMA2
6q22.33	"Muscular dystrophy, congenital merosin-deficient"	607855	AR	3	LAMA2	156225	LAMA2
16p13.3	?Caudal duplication anomaly	607864	None	3	AXIN1	603816	AXIN1
2q11.2	"Epilepsy, myoclonic, familial adult, 2"	607876	AD	3	ADRA2B	104260	ADRA2B
18q12.1	Hypotrichosis 6	607903	AR	3	DSG4	607892	DSG4
9q22.33	"?Congenital disorder of glycosylation, type Ii"	607906	AR	3	ALG2	607905	ALG2
22q13.1	Dermatofibrosarcoma protuberans	607907	None	3	PDGFB	190040	PDGFB
17q25.3	Retinitis pigmentosa 30	607921	None	3	FSCN2	607643	FSCN2
14q22.2	"Microphthalmia, syndromic 6"	607932	AD	3	BMP4	112262	BMP4
3q21.1	Peeling skin syndrome 4	607936	AR	3	CSTA	184600	CSTA
8p23.1	Atrial septal defect 2	607941	AD	3	GATA4	600576	GATA4
19p13.2	Spondyloenchondrodysplasia with immune dysregulation	607944	AR	3	ACP5	171640	ACP5
2q35	"{Mycobacterium tuberculosis, susceptibility to infection by}"	607948	None	3	NRAMP1	600266	SLC11A1
2q37.1	"{Mycobacterium tuberculosis, susceptibility to}"	607948	None	3	SP110	604457	SP110
3p21.2	"{Tuberculosis, susceptibility to}"	607948	None	3	CISH	602441	CISH
4q31.3	"{Mycobacterium tuberculosis, susceptibility to}"	607948	None	3	TLR2	603028	TLR2
5q33.1	"{Mycobacterium tuberculosis, protection against}"	607948	None	3	IRGM	608212	IRGM
6q23.3	"{Tuberculosis, susceptibility to}"	607948	None	3	IFNGR1	107470	IFNGR1
6q23.3	"{Tuberculosis infection, protection against}"	607948	None	3	IFNGR1	107470	IFNGR1
11q24.2	"{Tuberculosis, protection against}"	607948	None	3	TIRAP	606252	TIRAP
12q15	"{Tuberculosis, protection against}"	607948	None	3	IFNG	147570	IFNG
17q12	"{Mycobacterium tuberculosis, susceptibility to}"	607948	None	3	CCL2	158105	CCL2
19p13.2	"{Mycobacterium tuberculosis, susceptibility to}"	607948	None	3	CD209	604672	CD209
20q13.2	"{Mycobacterium tuberculosis, protection against}"	607948	None	3	MC3R	155540	MC3R
1q22	"Gaucher disease, perinatal lethal"	608013	AR	3	GBA	606463	GBA
7p14.3	Diaphanospondylodysostosis	608022	AR	3	BMPER	608699	BMPER
7q21.11	"?Pontocerebellar hypoplasia, type 3"	608027	AR	3	PCLO	604918	PCLO
16p11.2	"Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia"	608030	None	3	FUS	137070	FUS
2q13	"{Encephalopathy, acute, infection-induced, 3, susceptibility to}"	608033	AD	3	RANBP2	601181	RANBP2
4p15.32	"Macular dystrophy, retinal, 2"	608051	AD	3	PROM1	604365	PROM1
2p16.3	"Endometrial cancer, familial"	608089	None	3	MSH6	600678	MSH6
5q14.1	"Endometrial carcinoma, somatic"	608089	None	3	MSH3	600887	MSH3
10q23.31	"Endometrial carcinoma, somatic"	608089	None	3	PTEN	601728	PTEN
14q24.3	"{Endometrial cancer, susceptibility to}"	608089	None	3	MLH3	604395	MLH3
16q22.1	"Endometrial carcinoma, somatic"	608089	None	3	CDH1	192090	CDH1
11q12.2	Joubert syndrome 2	608091	AR	3	TMEM216	613277	TMEM216
11q23.3	"Congenital disorder of glycosylation, type Ij"	608093	AR	3	DPAGT1	191350	DPAGT1
20q13.13	Periventricular heterotopia with microcephaly	608097	AR	3	ARFGEF2	605371	ARFGEF2
17q21.33	"Muscular dystrophy, limb-girdle, type 2D"	608099	AR	3	SGCA	600119	SGCA
11q14.1	"Congenital disorder of glycosylation, type Ih"	608104	AR	3	ALG8	608103	ALG8
12q24.11	"Immunodeficiency with hyper IgM, type 5"	608106	AR	3	UNG	191525	UNG
2p16.3	Ovarian hyperstimulation syndrome	608115	AD	3	FSHR	136435	FSHR
1p36.11	"Zinc deficiency, transient neonatal"	608118	AD	3	SLC30A2	609617	SLC30A2
6p21.1	Retinitis pigmentosa 7 and digenic	608133	AD	3	PRPH2	179605	PRPH2
6p21.1	Leber congenital amaurosis 18	608133	AD	3	PRPH2	179605	PRPH2
11q12.3	"Retinitis pigmentosa 7, digenic"	608133	AD	3	ROM1	180721	ROM1
6p21.1	"Macular dystrophy, vitelliform, 3"	608161	AD	3	PRPH2	179605	PRPH2
8q24.22	"{Autoimmune thyroid disease, susceptibility to, 3}"	608175	None	3	TG	188450	TG
8q24.22	"{Autoimmune thyroid disease, susceptibility to, 3}"	608175	None	3	ZFAT1	610931	ZFAT
5q32	Tropical calcific pancreatitis	608189	AD	3	SPINK1	167790	SPINK1
5q32	"{Fibrocalculous pancreatic diabetes, susceptibility to}"	608189	AD	3	SPINK1	167790	SPINK1
14q11.2	Cone-rod dystrophy 13	608194	None	3	RPGRIP1	605446	RPGRIP1
22q13.1	Neutrophil immunodeficiency syndrome	608203	None	3	RAC2	602049	RAC2
12q24.33	"Deafness, autosomal dominant 41"	608224	AD	3	P2RX2	600844	P2RX2
22q11.23	"Leukemia, chronic myeloid, somatic"	608232	None	3	BCR	151410	BCR
5q14.1	Hermansky-Pudlak syndrome 2	608233	AR	3	AP3B1	603401	AP3B1
8p23.3	"?Slowed nerve conduction velocity, AD"	608236	AD	3	ARHGEF10	608136	ARHGEF10
7q21.11	"Deafness, autosomal recessive 39"	608265	AR	3	HGF	142409	HGF
1q31.2	Parathyroid carcinoma	608266	None	3	CDC73	607393	CDC73
15q26.3	"{Coronary artery disease, autosomal dominant, 1}"	608320	AD	3	MEF2A	600660	MEF2A
1p35.1	"Charcot-Marie-Tooth disease, dominant intermediate C"	608323	AD	3	YARS	603623	YARS
15q21.1	"Weill-Marchesani syndrome 2, dominant"	608328	AD	3	FBN1	134797	FBN1
8q21.11	"Charcot-Marie-Tooth disease, recessive intermediate, A"	608340	AR	3	GDAP1	606598	GDAP1
5q14.3	Capillary malformation-arteriovenous malformation	608354	AD	3	RASA1	139150	RASA1
5q14.3	Parkes Weber syndrome	608355	AD	3	RASA1	139150	RASA1
14q11.2	"Myopathy, myosin storage, autosomal dominant"	608358	AD	3	MYH7	160760	MYH7
15q26.1	"?Spondyloepiphyseal dysplasia, Kimberley type"	608361	AD	3	ACAN	155760	ACAN
2q31.3	Retinitis pigmentosa 26	608380	None	3	CERKL	608381	CERKL
14q23.1	Branchiootic syndrome 3	608389	AD	3	SIX1	601205	SIX1
17q23.3	"Myotonia congenita, atypical, acetazolamide-responsive"	608390	AD	3	SCN4A	603967	SCN4A
13q12.12-q12.13	"Microcephaly 6, primary, autosomal recessive"	608393	AR	3	CENPJ	609279	CENPJ
7q21.11	Platelet glycoprotein IV deficiency	608404	AR	3	CD36	173510	CD36
17q24.1	Bradyopsia	608415	None	3	RGS9	604067	RGS9
